date,city,timezone,electricity_demand_mw
2021-10-24,Chicago,Central,208045
2021-10-24,Chicago,Eastern,207882
2021-10-24,Chicago,Mountain,208288
2021-10-24,Chicago,Pacific,208536
2021-10-23,Boston,Arizona,50448
2021-10-23,Boston,Central,50494
2021-10-23,Boston,Eastern,50539
2021-10-23,Boston,Mountain,50465
2021-10-23,Boston,Pacific,50448
2021-10-23,Chicago,Arizona,205761
2021-10-23,Chicago,Central,206333
2021-10-23,Chicago,Eastern,206692
2021-10-23,Chicago,Mountain,206018
2021-10-23,Chicago,Pacific,205761
2021-10-22,Boston,Arizona,57575
2021-10-22,Boston,Central,57743
2021-10-22,Boston,Eastern,57818
2021-10-22,Boston,Mountain,57664
2021-10-22,Boston,Pacific,57575
2021-10-22,Chicago,Arizona,224355
2021-10-22,Chicago,Central,224257
2021-10-22,Chicago,Eastern,224166
2021-10-22,Chicago,Mountain,224320
2021-10-22,Chicago,Pacific,224355
2021-10-21,Boston,Arizona,58024
2021-10-21,Boston,Central,57956
2021-10-21,Boston,Eastern,57915
2021-10-21,Boston,Mountain,57991
2021-10-21,Boston,Pacific,58024
2021-10-21,Chicago,Arizona,227819
2021-10-21,Chicago,Central,228495
2021-10-21,Chicago,Eastern,228959
2021-10-21,Chicago,Mountain,228119
2021-10-21,Chicago,Pacific,227819
2021-10-20,Boston,Arizona,57079
2021-10-20,Boston,Central,56999
2021-10-20,Boston,Eastern,56955
2021-10-20,Boston,Mountain,57044
2021-10-20,Boston,Pacific,57079
2021-10-20,Chicago,Arizona,231952
2021-10-20,Chicago,Central,231334
2021-10-20,Chicago,Eastern,230994
2021-10-20,Chicago,Mountain,231669
2021-10-20,Chicago,Pacific,231952
2021-10-19,Boston,Arizona,55871
2021-10-19,Boston,Central,55891
2021-10-19,Boston,Eastern,55894
2021-10-19,Boston,Mountain,55880
2021-10-19,Boston,Pacific,55871
2021-10-19,Chicago,Arizona,230479
2021-10-19,Chicago,Central,230535
2021-10-19,Chicago,Eastern,230698
2021-10-19,Chicago,Mountain,230521
2021-10-19,Chicago,Pacific,230479
2021-10-18,Boston,Arizona,55597
2021-10-18,Boston,Central,55532
2021-10-18,Boston,Eastern,55496
2021-10-18,Boston,Mountain,55566
2021-10-18,Boston,Pacific,55597
2021-10-18,Chicago,Arizona,229404
2021-10-18,Chicago,Central,228489
2021-10-18,Chicago,Eastern,227639
2021-10-18,Chicago,Mountain,229000
2021-10-18,Chicago,Pacific,229404
2021-10-17,Boston,Arizona,51436
2021-10-17,Boston,Central,51785
2021-10-17,Boston,Eastern,52044
2021-10-17,Boston,Mountain,51590
2021-10-17,Boston,Pacific,51436
2021-10-17,Chicago,Arizona,195041
2021-10-17,Chicago,Central,195105
2021-10-17,Chicago,Eastern,195280
2021-10-17,Chicago,Mountain,195019
2021-10-17,Chicago,Pacific,195041
2021-10-16,Boston,Arizona,58967
2021-10-16,Boston,Central,59125
2021-10-16,Boston,Eastern,59151
2021-10-16,Boston,Mountain,59057
2021-10-16,Boston,Pacific,58967
2021-10-16,Chicago,Arizona,203596
2021-10-16,Chicago,Central,204255
2021-10-16,Chicago,Eastern,204739
2021-10-16,Chicago,Mountain,203904
2021-10-16,Chicago,Pacific,203596
2021-10-15,Boston,Arizona,61353
2021-10-15,Boston,Central,61269
2021-10-15,Boston,Eastern,61232
2021-10-15,Boston,Mountain,61309
2021-10-15,Boston,Pacific,61353
2021-10-15,Chicago,Arizona,226323
2021-10-15,Chicago,Central,226731
2021-10-15,Chicago,Eastern,226904
2021-10-15,Chicago,Mountain,226522
2021-10-15,Chicago,Pacific,226323
2021-10-14,Boston,Arizona,61515
2021-10-14,Boston,Central,61408
2021-10-14,Boston,Eastern,61354
2021-10-14,Boston,Mountain,61461
2021-10-14,Boston,Pacific,61515
2021-10-14,Chicago,Arizona,239334
2021-10-14,Chicago,Central,240489
2021-10-14,Chicago,Eastern,241021
2021-10-14,Chicago,Mountain,239910
2021-10-14,Chicago,Pacific,239334
2021-10-13,Boston,Arizona,60515
2021-10-13,Boston,Central,60448
2021-10-13,Boston,Eastern,60400
2021-10-13,Boston,Mountain,60486
2021-10-13,Boston,Pacific,60515
2021-10-13,Chicago,Arizona,238678
2021-10-13,Chicago,Central,237633
2021-10-13,Chicago,Eastern,237160
2021-10-13,Chicago,Mountain,238168
2021-10-13,Chicago,Pacific,238678
2021-10-12,Boston,Arizona,59257
2021-10-12,Boston,Central,59163
2021-10-12,Boston,Eastern,59120
2021-10-12,Boston,Mountain,59210
2021-10-12,Boston,Pacific,59257
2021-10-12,Chicago,Arizona,239416
2021-10-12,Chicago,Central,240381
2021-10-12,Chicago,Eastern,240992
2021-10-12,Chicago,Mountain,239850
2021-10-12,Chicago,Pacific,239416
2021-10-11,Boston,Arizona,57012
2021-10-11,Boston,Central,56993
2021-10-11,Boston,Eastern,56961
2021-10-11,Boston,Mountain,57008
2021-10-11,Boston,Pacific,57012
2021-10-11,Chicago,Arizona,262762
2021-10-11,Chicago,Central,263560
2021-10-11,Chicago,Eastern,263837
2021-10-11,Chicago,Mountain,263216
2021-10-11,Chicago,Pacific,262762
2021-10-10,Boston,Arizona,52069
2021-10-10,Boston,Central,52006
2021-10-10,Boston,Eastern,51984
2021-10-10,Boston,Mountain,52033
2021-10-10,Boston,Pacific,52069
2021-10-10,Chicago,Arizona,242178
2021-10-10,Chicago,Central,242582
2021-10-10,Chicago,Eastern,242909
2021-10-10,Chicago,Mountain,242308
2021-10-10,Chicago,Pacific,242178
2021-10-09,Boston,Arizona,51903
2021-10-09,Boston,Central,52014
2021-10-09,Boston,Eastern,52078
2021-10-09,Boston,Mountain,51957
2021-10-09,Boston,Pacific,51903
2021-10-09,Chicago,Arizona,248293
2021-10-09,Chicago,Central,247204
2021-10-09,Chicago,Eastern,246652
2021-10-09,Chicago,Mountain,247750
2021-10-09,Chicago,Pacific,248293
2021-10-08,Boston,Arizona,57421
2021-10-08,Boston,Central,57405
2021-10-08,Boston,Eastern,57415
2021-10-08,Boston,Mountain,57414
2021-10-08,Boston,Pacific,57421
2021-10-08,Chicago,Arizona,251105
2021-10-08,Chicago,Central,251167
2021-10-08,Chicago,Eastern,251223
2021-10-08,Chicago,Mountain,251144
2021-10-08,Chicago,Pacific,251105
2021-10-07,Boston,Arizona,58468
2021-10-07,Boston,Central,58398
2021-10-07,Boston,Eastern,58342
2021-10-07,Boston,Mountain,58433
2021-10-07,Boston,Pacific,58468
2021-10-07,Chicago,Arizona,255054
2021-10-07,Chicago,Central,255095
2021-10-07,Chicago,Eastern,255034
2021-10-07,Chicago,Mountain,255096
2021-10-07,Chicago,Pacific,255054
2021-10-06,Boston,Arizona,57288
2021-10-06,Boston,Central,57281
2021-10-06,Boston,Eastern,57280
2021-10-06,Boston,Mountain,57285
2021-10-06,Boston,Pacific,57288
2021-10-06,Chicago,Arizona,247075
2021-10-06,Chicago,Central,246761
2021-10-06,Chicago,Eastern,246594
2021-10-06,Chicago,Mountain,246920
2021-10-06,Chicago,Pacific,247075
2021-10-05,Boston,Arizona,57669
2021-10-05,Boston,Central,57687
2021-10-05,Boston,Eastern,57681
2021-10-05,Boston,Mountain,57681
2021-10-05,Boston,Pacific,57669
2021-10-05,Chicago,Arizona,246631
2021-10-05,Chicago,Central,246888
2021-10-05,Chicago,Eastern,247016
2021-10-05,Chicago,Mountain,246760
2021-10-05,Chicago,Pacific,246631
2021-10-04,Boston,Arizona,58370
2021-10-04,Boston,Central,58419
2021-10-04,Boston,Eastern,58440
2021-10-04,Boston,Mountain,58397
2021-10-04,Boston,Pacific,58370
2021-10-04,Chicago,Arizona,253263
2021-10-04,Chicago,Central,252986
2021-10-04,Chicago,Eastern,252904
2021-10-04,Chicago,Mountain,253121
2021-10-04,Chicago,Pacific,253263
2021-10-03,Boston,Arizona,53016
2021-10-03,Boston,Central,52985
2021-10-03,Boston,Eastern,52989
2021-10-03,Boston,Mountain,52992
2021-10-03,Boston,Pacific,53016
2021-10-03,Chicago,Arizona,240242
2021-10-03,Chicago,Central,241319
2021-10-03,Chicago,Eastern,241859
2021-10-03,Chicago,Mountain,240743
2021-10-03,Chicago,Pacific,240242
2021-10-02,Boston,Arizona,52264
2021-10-02,Boston,Central,52151
2021-10-02,Boston,Eastern,52097
2021-10-02,Boston,Mountain,52207
2021-10-02,Boston,Pacific,52264
2021-10-02,Chicago,Arizona,253777
2021-10-02,Chicago,Central,254298
2021-10-02,Chicago,Eastern,254839
2021-10-02,Chicago,Mountain,254021
2021-10-02,Chicago,Pacific,253777
2021-10-01,Boston,Arizona,54969
2021-10-01,Boston,Central,54965
2021-10-01,Boston,Eastern,54953
2021-10-01,Boston,Mountain,54973
2021-10-01,Boston,Pacific,54969
2021-10-01,Chicago,Arizona,276226
2021-10-01,Chicago,Central,274958
2021-10-01,Chicago,Eastern,274177
2021-10-01,Chicago,Mountain,275595
2021-10-01,Chicago,Pacific,276226
2021-09-30,Boston,Arizona,55502
2021-09-30,Boston,Central,55537
2021-09-30,Boston,Eastern,55555
2021-09-30,Boston,Mountain,55520
2021-09-30,Boston,Pacific,55502
2021-09-30,Chicago,Arizona,262176
2021-09-30,Chicago,Central,262382
2021-09-30,Chicago,Eastern,262449
2021-09-30,Chicago,Mountain,262301
2021-09-30,Chicago,Pacific,262176
2021-09-29,Boston,Arizona,55796
2021-09-29,Boston,Central,55884
2021-09-29,Boston,Eastern,55947
2021-09-29,Boston,Mountain,55830
2021-09-29,Boston,Pacific,55796
2021-09-29,Chicago,Arizona,262082
2021-09-29,Chicago,Central,261446
2021-09-29,Chicago,Eastern,260961
2021-09-29,Chicago,Mountain,261818
2021-09-29,Chicago,Pacific,262082
2021-09-28,Boston,Arizona,61905
2021-09-28,Boston,Central,62235
2021-09-28,Boston,Eastern,62387
2021-09-28,Boston,Mountain,62078
2021-09-28,Boston,Pacific,61905
2021-09-28,Chicago,Arizona,255220
2021-09-28,Chicago,Central,255981
2021-09-28,Chicago,Eastern,256554
2021-09-28,Chicago,Mountain,255527
2021-09-28,Chicago,Pacific,255220
2021-09-27,Boston,Arizona,60302
2021-09-27,Boston,Central,59984
2021-09-27,Boston,Eastern,59818
2021-09-27,Boston,Mountain,60142
2021-09-27,Boston,Pacific,60302
2021-09-27,Chicago,Arizona,274142
2021-09-27,Chicago,Central,273212
2021-09-27,Chicago,Eastern,272563
2021-09-27,Chicago,Mountain,273745
2021-09-27,Chicago,Pacific,274142
2021-09-26,Boston,Arizona,56373
2021-09-26,Boston,Central,56859
2021-09-26,Boston,Eastern,57127
2021-09-26,Boston,Mountain,56605
2021-09-26,Boston,Pacific,56373
2021-09-26,Chicago,Arizona,216196
2021-09-26,Chicago,Central,214649
2021-09-26,Chicago,Eastern,213691
2021-09-26,Chicago,Mountain,215452
2021-09-26,Chicago,Pacific,216196
2021-09-25,Boston,Arizona,59126
2021-09-25,Boston,Central,59284
2021-09-25,Boston,Eastern,59392
2021-09-25,Boston,Mountain,59199
2021-09-25,Boston,Pacific,59126
2021-09-25,Chicago,Arizona,208231
2021-09-25,Chicago,Central,209230
2021-09-25,Chicago,Eastern,210003
2021-09-25,Chicago,Mountain,208650
2021-09-25,Chicago,Pacific,208231
2021-09-24,Boston,Arizona,72354
2021-09-24,Boston,Central,72749
2021-09-24,Boston,Eastern,72930
2021-09-24,Boston,Mountain,72562
2021-09-24,Boston,Pacific,72354
2021-09-24,Chicago,Arizona,236553
2021-09-24,Chicago,Central,236050
2021-09-24,Chicago,Eastern,235617
2021-09-24,Chicago,Mountain,236369
2021-09-24,Chicago,Pacific,236553
2021-09-23,Boston,Arizona,72155
2021-09-23,Boston,Central,71888
2021-09-23,Boston,Eastern,71768
2021-09-23,Boston,Mountain,72013
2021-09-23,Boston,Pacific,72155
2021-09-23,Chicago,Arizona,226182
2021-09-23,Chicago,Central,226305
2021-09-23,Chicago,Eastern,226353
2021-09-23,Chicago,Mountain,226258
2021-09-23,Chicago,Pacific,226182
2021-09-22,Boston,Arizona,69413
2021-09-22,Boston,Central,69224
2021-09-22,Boston,Eastern,69082
2021-09-22,Boston,Mountain,69334
2021-09-22,Boston,Pacific,69413
2021-09-22,Chicago,Arizona,230719
2021-09-22,Chicago,Central,231600
2021-09-22,Chicago,Eastern,232086
2021-09-22,Chicago,Mountain,231124
2021-09-22,Chicago,Pacific,230719
2021-09-21,Boston,Arizona,62086
2021-09-21,Boston,Central,61616
2021-09-21,Boston,Eastern,61398
2021-09-21,Boston,Mountain,61846
2021-09-21,Boston,Pacific,62086
2021-09-21,Chicago,Arizona,256624
2021-09-21,Chicago,Central,261580
2021-09-21,Chicago,Eastern,264701
2021-09-21,Chicago,Mountain,258809
2021-09-21,Chicago,Pacific,256624
2021-09-20,Boston,Arizona,59866
2021-09-20,Boston,Central,59858
2021-09-20,Boston,Eastern,59850
2021-09-20,Boston,Mountain,59865
2021-09-20,Boston,Pacific,59866
2021-09-20,Chicago,Arizona,313297
2021-09-20,Chicago,Central,312642
2021-09-20,Chicago,Eastern,312118
2021-09-20,Chicago,Mountain,313154
2021-09-20,Chicago,Pacific,313297
2021-09-19,Boston,Arizona,56339
2021-09-19,Boston,Central,56905
2021-09-19,Boston,Eastern,57205
2021-09-19,Boston,Mountain,56607
2021-09-19,Boston,Pacific,56339
2021-09-19,Chicago,Arizona,285093
2021-09-19,Chicago,Central,282150
2021-09-19,Chicago,Eastern,280413
2021-09-19,Chicago,Mountain,283655
2021-09-19,Chicago,Pacific,285093
2021-09-18,Boston,Arizona,61175
2021-09-18,Boston,Central,60929
2021-09-18,Boston,Eastern,60792
2021-09-18,Boston,Mountain,61065
2021-09-18,Boston,Pacific,61175
2021-09-18,Chicago,Arizona,269155
2021-09-18,Chicago,Central,271695
2021-09-18,Chicago,Eastern,273374
2021-09-18,Chicago,Mountain,270348
2021-09-18,Chicago,Pacific,269155
2021-09-17,Boston,Arizona,63334
2021-09-17,Boston,Central,63390
2021-09-17,Boston,Eastern,63431
2021-09-17,Boston,Mountain,63358
2021-09-17,Boston,Pacific,63334
2021-09-17,Chicago,Arizona,307758
2021-09-17,Chicago,Central,305747
2021-09-17,Chicago,Eastern,304544
2021-09-17,Chicago,Mountain,306790
2021-09-17,Chicago,Pacific,307758
2021-09-16,Boston,Arizona,67275
2021-09-16,Boston,Central,68079
2021-09-16,Boston,Eastern,68524
2021-09-16,Boston,Mountain,67664
2021-09-16,Boston,Pacific,67275
2021-09-16,Chicago,Arizona,275976
2021-09-16,Chicago,Central,275036
2021-09-16,Chicago,Eastern,274459
2021-09-16,Chicago,Mountain,275550
2021-09-16,Chicago,Pacific,275976
2021-09-15,Boston,Arizona,78596
2021-09-15,Boston,Central,77943
2021-09-15,Boston,Eastern,77547
2021-09-15,Boston,Mountain,78299
2021-09-15,Boston,Pacific,78596
2021-09-15,Chicago,Arizona,271855
2021-09-15,Chicago,Central,273171
2021-09-15,Chicago,Eastern,273893
2021-09-15,Chicago,Mountain,272513
2021-09-15,Chicago,Pacific,271855
2021-09-14,Boston,Arizona,64613
2021-09-14,Boston,Central,64540
2021-09-14,Boston,Eastern,64533
2021-09-14,Boston,Mountain,64555
2021-09-14,Boston,Pacific,64613
2021-09-14,Chicago,Arizona,320164
2021-09-14,Chicago,Central,322403
2021-09-14,Chicago,Eastern,323624
2021-09-14,Chicago,Mountain,321259
2021-09-14,Chicago,Pacific,320164
2021-09-13,Boston,Arizona,69762
2021-09-13,Boston,Central,70323
2021-09-13,Boston,Eastern,70590
2021-09-13,Boston,Mountain,70051
2021-09-13,Boston,Pacific,69762
2021-09-13,Chicago,Arizona,323114
2021-09-13,Chicago,Central,322011
2021-09-13,Chicago,Eastern,321176
2021-09-13,Chicago,Mountain,322596
2021-09-13,Chicago,Pacific,323114
2021-09-12,Boston,Arizona,64449
2021-09-12,Boston,Central,63695
2021-09-12,Boston,Eastern,63306
2021-09-12,Boston,Mountain,64072
2021-09-12,Boston,Pacific,64449
2021-09-12,Chicago,Arizona,292217
2021-09-12,Chicago,Central,292901
2021-09-12,Chicago,Eastern,293508
2021-09-12,Chicago,Mountain,292465
2021-09-12,Chicago,Pacific,292217
2021-09-11,Boston,Arizona,56758
2021-09-11,Boston,Central,56600
2021-09-11,Boston,Eastern,56545
2021-09-11,Boston,Mountain,56676
2021-09-11,Boston,Pacific,56758
2021-09-11,Chicago,Arizona,281042
2021-09-11,Chicago,Central,278323
2021-09-11,Chicago,Eastern,276776
2021-09-11,Chicago,Mountain,279759
2021-09-11,Chicago,Pacific,281042
2021-09-10,Boston,Arizona,65064
2021-09-10,Boston,Central,65673
2021-09-10,Boston,Eastern,66017
2021-09-10,Boston,Mountain,65356
2021-09-10,Boston,Pacific,65064
2021-09-10,Chicago,Arizona,264898
2021-09-10,Chicago,Central,264086
2021-09-10,Chicago,Eastern,263628
2021-09-10,Chicago,Mountain,264538
2021-09-10,Chicago,Pacific,264898
2021-09-09,Boston,Arizona,73853
2021-09-09,Boston,Central,74346
2021-09-09,Boston,Eastern,74561
2021-09-09,Boston,Mountain,74108
2021-09-09,Boston,Pacific,73853
2021-09-09,Chicago,Arizona,256913
2021-09-09,Chicago,Central,256922
2021-09-09,Chicago,Eastern,257011
2021-09-09,Chicago,Mountain,256877
2021-09-09,Chicago,Pacific,256913
2021-09-08,Boston,Arizona,73649
2021-09-08,Boston,Central,72903
2021-09-08,Boston,Eastern,72530
2021-09-08,Boston,Mountain,73274
2021-09-08,Boston,Pacific,73649
2021-09-08,Chicago,Arizona,263685
2021-09-08,Chicago,Central,264659
2021-09-08,Chicago,Eastern,265238
2021-09-08,Chicago,Mountain,264154
2021-09-08,Chicago,Pacific,263685
2021-09-07,Boston,Arizona,66522
2021-09-07,Boston,Central,66463
2021-09-07,Boston,Eastern,66434
2021-09-07,Boston,Mountain,66498
2021-09-07,Boston,Pacific,66522
2021-09-07,Chicago,Arizona,288670
2021-09-07,Chicago,Central,287854
2021-09-07,Chicago,Eastern,287323
2021-09-07,Chicago,Mountain,288301
2021-09-07,Chicago,Pacific,288670
2021-09-06,Boston,Arizona,64967
2021-09-06,Boston,Central,65081
2021-09-06,Boston,Eastern,65079
2021-09-06,Boston,Mountain,65032
2021-09-06,Boston,Pacific,64967
2021-09-06,Chicago,Arizona,248559
2021-09-06,Chicago,Central,248417
2021-09-06,Chicago,Eastern,248231
2021-09-06,Chicago,Mountain,248488
2021-09-06,Chicago,Pacific,248559
2021-09-05,Boston,Arizona,57690
2021-09-05,Boston,Central,57406
2021-09-05,Boston,Eastern,57308
2021-09-05,Boston,Mountain,57539
2021-09-05,Boston,Pacific,57690
2021-09-05,Chicago,Arizona,234666
2021-09-05,Chicago,Central,233953
2021-09-05,Chicago,Eastern,233635
2021-09-05,Chicago,Mountain,234334
2021-09-05,Chicago,Pacific,234666
2021-09-04,Boston,Arizona,57060
2021-09-04,Boston,Central,56944
2021-09-04,Boston,Eastern,56880
2021-09-04,Boston,Mountain,57003
2021-09-04,Boston,Pacific,57060
2021-09-04,Chicago,Arizona,235409
2021-09-04,Chicago,Central,236790
2021-09-04,Chicago,Eastern,237480
2021-09-04,Chicago,Mountain,236071
2021-09-04,Chicago,Pacific,235409
2021-09-03,Boston,Arizona,59627
2021-09-03,Boston,Central,59590
2021-09-03,Boston,Eastern,59584
2021-09-03,Boston,Mountain,59611
2021-09-03,Boston,Pacific,59627
2021-09-03,Chicago,Arizona,258454
2021-09-03,Chicago,Central,259208
2021-09-03,Chicago,Eastern,259734
2021-09-03,Chicago,Mountain,258790
2021-09-03,Chicago,Pacific,258454
2021-09-02,Boston,Arizona,62130
2021-09-02,Boston,Central,62363
2021-09-02,Boston,Eastern,62462
2021-09-02,Boston,Mountain,62257
2021-09-02,Boston,Pacific,62130
2021-09-02,Chicago,Arizona,278865
2021-09-02,Chicago,Central,278750
2021-09-02,Chicago,Eastern,278670
2021-09-02,Chicago,Mountain,278841
2021-09-02,Chicago,Pacific,278865
2021-09-01,Boston,Arizona,66830
2021-09-01,Boston,Central,67486
2021-09-01,Boston,Eastern,67863
2021-09-01,Boston,Mountain,67129
2021-09-01,Boston,Pacific,66830
2021-09-01,Chicago,Arizona,290731
2021-09-01,Chicago,Central,292720
2021-09-01,Chicago,Eastern,293860
2021-09-01,Chicago,Mountain,291690
2021-09-01,Chicago,Pacific,290731
2021-08-31,Boston,Arizona,76562
2021-08-31,Boston,Central,77299
2021-08-31,Boston,Eastern,77725
2021-08-31,Boston,Mountain,76914
2021-08-31,Boston,Pacific,76562
2021-08-31,Chicago,Arizona,309189
2021-08-31,Chicago,Central,309549
2021-08-31,Chicago,Eastern,309850
2021-08-31,Chicago,Mountain,309316
2021-08-31,Chicago,Pacific,309189
2021-08-30,Boston,Arizona,81510
2021-08-30,Boston,Central,80616
2021-08-30,Boston,Eastern,80040
2021-08-30,Boston,Mountain,81111
2021-08-30,Boston,Pacific,81510
2021-08-30,Chicago,Arizona,329219
2021-08-30,Chicago,Central,330343
2021-08-30,Chicago,Eastern,331057
2021-08-30,Chicago,Mountain,329745
2021-08-30,Chicago,Pacific,329219
2021-08-29,Boston,Arizona,60227
2021-08-29,Boston,Central,59777
2021-08-29,Boston,Eastern,59568
2021-08-29,Boston,Mountain,59992
2021-08-29,Boston,Pacific,60227
2021-08-29,Chicago,Arizona,336607
2021-08-29,Chicago,Central,340717
2021-08-29,Chicago,Eastern,342777
2021-08-29,Chicago,Mountain,338623
2021-08-29,Chicago,Pacific,336607
2021-08-28,Boston,Arizona,61596
2021-08-28,Boston,Central,62699
2021-08-28,Boston,Eastern,63399
2021-08-28,Boston,Mountain,62109
2021-08-28,Boston,Pacific,61596
2021-08-28,Chicago,Arizona,375335
2021-08-28,Chicago,Central,376575
2021-08-28,Chicago,Eastern,377259
2021-08-28,Chicago,Mountain,375945
2021-08-28,Chicago,Pacific,375335
2021-08-27,Boston,Arizona,91715
2021-08-27,Boston,Central,92914
2021-08-27,Boston,Eastern,93509
2021-08-27,Boston,Mountain,92314
2021-08-27,Boston,Pacific,91715
2021-08-27,Chicago,Arizona,383062
2021-08-27,Chicago,Central,380251
2021-08-27,Chicago,Eastern,378855
2021-08-27,Chicago,Mountain,381675
2021-08-27,Chicago,Pacific,383062
2021-08-26,Boston,Arizona,96978
2021-08-26,Boston,Central,96329
2021-08-26,Boston,Eastern,95980
2021-08-26,Boston,Mountain,96665
2021-08-26,Boston,Pacific,96978
2021-08-26,Chicago,Arizona,364543
2021-08-26,Chicago,Central,363509
2021-08-26,Chicago,Eastern,362844
2021-08-26,Chicago,Mountain,364067
2021-08-26,Chicago,Pacific,364543
2021-08-25,Boston,Arizona,91052
2021-08-25,Boston,Central,91032
2021-08-25,Boston,Eastern,91030
2021-08-25,Boston,Mountain,91035
2021-08-25,Boston,Pacific,91052
2021-08-25,Chicago,Arizona,369814
2021-08-25,Chicago,Central,369801
2021-08-25,Chicago,Eastern,369851
2021-08-25,Chicago,Mountain,369812
2021-08-25,Chicago,Pacific,369814
2021-08-24,Boston,Arizona,86565
2021-08-24,Boston,Central,85905
2021-08-24,Boston,Eastern,85468
2021-08-24,Boston,Mountain,86261
2021-08-24,Boston,Pacific,86565
2021-08-24,Chicago,Arizona,382198
2021-08-24,Chicago,Central,382895
2021-08-24,Chicago,Eastern,383158
2021-08-24,Chicago,Mountain,382570
2021-08-24,Chicago,Pacific,382198
2021-08-23,Boston,Arizona,78029
2021-08-23,Boston,Central,77816
2021-08-23,Boston,Eastern,77698
2021-08-23,Boston,Mountain,77928
2021-08-23,Boston,Pacific,78029
2021-08-23,Chicago,Arizona,336921
2021-08-23,Chicago,Central,333055
2021-08-23,Chicago,Eastern,330975
2021-08-23,Chicago,Mountain,335027
2021-08-23,Chicago,Pacific,336921
2021-08-22,Boston,Arizona,69292
2021-08-22,Boston,Central,69755
2021-08-22,Boston,Eastern,70051
2021-08-22,Boston,Mountain,69506
2021-08-22,Boston,Pacific,69292
2021-08-22,Chicago,Arizona,300959
2021-08-22,Chicago,Central,303503
2021-08-22,Chicago,Eastern,304852
2021-08-22,Chicago,Mountain,302149
2021-08-22,Chicago,Pacific,300959
2021-08-21,Boston,Arizona,79134
2021-08-21,Boston,Central,79149
2021-08-21,Boston,Eastern,79150
2021-08-21,Boston,Mountain,79138
2021-08-21,Boston,Pacific,79134
2021-08-21,Chicago,Arizona,330629
2021-08-21,Chicago,Central,331534
2021-08-21,Chicago,Eastern,332097
2021-08-21,Chicago,Mountain,331083
2021-08-21,Chicago,Pacific,330629
2021-08-20,Boston,Arizona,79819
2021-08-20,Boston,Central,79983
2021-08-20,Boston,Eastern,80069
2021-08-20,Boston,Mountain,79909
2021-08-20,Boston,Pacific,79819
2021-08-20,Chicago,Arizona,359120
2021-08-20,Chicago,Central,358252
2021-08-20,Chicago,Eastern,357825
2021-08-20,Chicago,Mountain,358700
2021-08-20,Chicago,Pacific,359120
2021-08-19,Boston,Arizona,82448
2021-08-19,Boston,Central,82159
2021-08-19,Boston,Eastern,82003
2021-08-19,Boston,Mountain,82306
2021-08-19,Boston,Pacific,82448
2021-08-19,Chicago,Arizona,348670
2021-08-19,Chicago,Central,348574
2021-08-19,Chicago,Eastern,348503
2021-08-19,Chicago,Mountain,348626
2021-08-19,Chicago,Pacific,348670
2021-08-18,Boston,Arizona,81189
2021-08-18,Boston,Central,80898
2021-08-18,Boston,Eastern,80762
2021-08-18,Boston,Mountain,81043
2021-08-18,Boston,Pacific,81189
2021-08-18,Chicago,Arizona,338655
2021-08-18,Chicago,Central,337710
2021-08-18,Chicago,Eastern,337185
2021-08-18,Chicago,Mountain,338202
2021-08-18,Chicago,Pacific,338655
2021-08-17,Boston,Arizona,75395
2021-08-17,Boston,Central,74931
2021-08-17,Boston,Eastern,74665
2021-08-17,Boston,Mountain,75170
2021-08-17,Boston,Pacific,75395
2021-08-17,Chicago,Arizona,318534
2021-08-17,Chicago,Central,316077
2021-08-17,Chicago,Eastern,314634
2021-08-17,Chicago,Mountain,317373
2021-08-17,Chicago,Pacific,318534
2021-08-16,Boston,Arizona,69074
2021-08-16,Boston,Central,69112
2021-08-16,Boston,Eastern,69137
2021-08-16,Boston,Mountain,69090
2021-08-16,Boston,Pacific,69074
2021-08-16,Chicago,Arizona,290704
2021-08-16,Chicago,Central,289569
2021-08-16,Chicago,Eastern,288886
2021-08-16,Chicago,Mountain,290133
2021-08-16,Chicago,Pacific,290704
2021-08-15,Boston,Arizona,66671
2021-08-15,Boston,Central,67363
2021-08-15,Boston,Eastern,67791
2021-08-15,Boston,Mountain,66994
2021-08-15,Boston,Pacific,66671
2021-08-15,Chicago,Arizona,250471
2021-08-15,Chicago,Central,249881
2021-08-15,Chicago,Eastern,249574
2021-08-15,Chicago,Mountain,250179
2021-08-15,Chicago,Pacific,250471
2021-08-14,Boston,Arizona,86926
2021-08-14,Boston,Central,87969
2021-08-14,Boston,Eastern,88490
2021-08-14,Boston,Mountain,87452
2021-08-14,Boston,Pacific,86926
2021-08-14,Chicago,Arizona,266022
2021-08-14,Chicago,Central,268094
2021-08-14,Chicago,Eastern,269366
2021-08-14,Chicago,Mountain,266983
2021-08-14,Chicago,Pacific,266022
2021-08-13,Boston,Arizona,95857
2021-08-13,Boston,Central,95748
2021-08-13,Boston,Eastern,95684
2021-08-13,Boston,Mountain,95797
2021-08-13,Boston,Pacific,95857
2021-08-13,Chicago,Arizona,308570
2021-08-13,Chicago,Central,311089
2021-08-13,Chicago,Eastern,312385
2021-08-13,Chicago,Mountain,309838
2021-08-13,Chicago,Pacific,308570
2021-08-12,Boston,Arizona,96824
2021-08-12,Boston,Central,96883
2021-08-12,Boston,Eastern,96927
2021-08-12,Boston,Mountain,96855
2021-08-12,Boston,Pacific,96824
2021-08-12,Chicago,Arizona,340499
2021-08-12,Chicago,Central,345330
2021-08-12,Chicago,Eastern,347737
